Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
27,0.6,-,-,2.7,0.8,-,-,7.6,-,-,0.6,4.0
28,-,1.1,-,0.1,5.5,-,T,-,-,0.6,-,-
29,-,,0.7,-,11.0,1.4,30.9,-,41.0,-,1.1,2.5
30,3.7,,1.1,-,4.7,18.8,60.1,2.0,6.0,1.6,-,27.9
31,-,,3.2,,0.2,,21.0,13.6,,-,,1.6
總和值,46.9,104.4,75.9,104.4,103.1,118.3,205.1,233.6,153.5,758.0,70.2,75.5
1,0.8,5.8,74.4,-,-,7.6,-,-,1.1,-,4.3,-
2,1.4,0.6,-,-,15.6,0.6,3.4,-,-,-,24.8,-
3,0.2,-,-,-,1.2,-,-,-,-,-,-,-
4,2.1,-,3.4,0.3,2.6,13.3,-,-,-,-,-,-
5,11.2,-,0.3,-,0.8,8.6,-,-,-,4.6,-,0.1
6,13.3,-,-,8.9,12.7,-,-,-,-,-,-,-
7,9.6,1.6,-,0.4,-,10.8,0.7,-,-,-,5.5,0.1
8,2.0,1.2,15.4,-,10.5,-,0.2,-,-,9.2,1.0,2.7
9,33.5,-,5.0,-,5.7,-,-,-,6.1,15.0,-,-
10,0.1,6.8,1.2,-,-,1.2,-,-,119.7,3.4,6.8,0.7
11,-,3.9,-,20.7,-,6.2,-,-,16.0,0.3,-,5.2
12,-,-,-,-,-,0.2,13.9,-,1.3,0.1,-,0.7
13,0.1,0.3,-,11.4,0.8,0.1,24.5,19.0,-,-,-,-
14,-,-,1.5,-,-,48.9,0.4,2.6,2.6,-,0.3,-
15,-,0.2,4.6,1.1,1.6,75.2,0.6,13.8,162.0,13.3,-,-
16,-,0.6,0.6,-,5.2,29.4,23.7,3.3,30.3,47.2,-,-
17,4.6,3.9,-,-,8.7,5.8,65.2,1.0,54.4,0.9,2.2,14.8
18,-,-,0.4,-,-,5.3,-,-,-,1.5,-,-
19,0.6,-,-,2.8,-,2.0,1.4,-,-,-,23.2,-
20,-,-,3.7,2.5,-,0.9,-,-,-,0.3,1.4,-
21,-,1.4,9.4,-,1.3,-,-,-,-,1.4,-,-
22,5.9,0.1,-,0.9,-,-,2.1,1.6,-,1.0,5.5,-
23,-,-,0.4,53.4,1.1,-,-,33.1,-,2.4,0.2,20.8
24,-,-,0.4,-,-,-,-,6.5,20.0,0.1,44.1,0.2
25,-,6.8,0.2,-,1.1,-,-,37.5,42.1,-,3.7,5.0
26,0.7,-,-,-,-,-,-,120.0,-,0.4,2.8,2.2
27,-,-,0.4,0.6,-,-,-,80.0,0.2,2.5,-,1.5
28,11.9,-,1.3,0.5,-,-,-,103.5,-,-,0.1,2.2
29,0.1,,0.6,-,-,-,-,72.8,23.6,-,0.2,7.9
30,-,,4.6,-,-,-,-,12.9,-,-,-,-
31,4.8,,0.6,,-,,-,0.1,,30.1,,-
總和值,102.9,33.2,128.4,103.5,68.9,216.1,136.1,507.7,479.4,133.7,126.1,64.1
1,-,0.1,1.5,-,2.9,-,14.1,23.6,6.9,-,15.9,-
2,4.5,-,-,-,15.1,0.6,3.5,11.1,2.4,-,-,8.1
3,0.7,36.1,1.1,19.2,0.3,-,11.1,-,3.0,-,-,-
4,-,7.8,0.6,0.7,10.6,1.4,-,11.6,3.8,-,0.6,5.4
5,4.5,1.3,0.2,10.4,3.6,24.3,-,4.6,2.3,0.1,5.3,13.8
6,1.8,-,7.1,0.1,7.0,14.8,-,0.1,2.7,6.0,-,11.3
7,-,3.6,7.1,-,0.7,2.7,-,1.0,0.3,-,3.9,3.3
8,0.9,0.3,7.1,-,-,-,-,11.1,0.7,1.7,0.4,-
9,-,0.5,-,-,1.8,-,-,0.1,-,0.5,4.9,-
10,-,-,14.0,1.1,0.7,1.7,-,0.4,5.3,0.7,-,-
11,-,-,1.7,-,-,10.9,-,-,-,-,-,-
12,28.4,-,-,1.0,-,12.8,-,11.8,-,1.3,-,-
13,-,4.9,2.7,-,-,2.0,-,0.4,-,0.6,-,-
14,-,21.8,0.1,0.2,-,22.2,-,T,-,1.3,-,0.4
15,2.3,-,10.6,-,5.1,-,-,-,27.5,-,-,13.6
16,0.1,-,-,1.0,-,0.1,-,1.6,8.2,0.6,-,-
17,-,-,-,4.1,-,-,2.2,0.3,-,-,-,-
18,0.9,0.3,0.9,-,20.0,-,8.8,32.7,-,-,0.3,0.4
19,-,-,0.3,11.7,-,-,23.6,0.4,-,2.4,-,0.1
20,11.9,-,-,0.6,27.8,-,-,1.1,-,0.4,-,0.4
21,0.2,-,-,0.4,-,-,5.0,0.7,30.1,1.1,-,0.4
22,-,2.8,-,-,-,-,10.8,-,27.0,-,0.3,0.1
23,-,0.2,0.6,-,6.1,-,-,7.3,0.1,-,-,-
24,5.2,0.3,-,-,6.1,1.2,-,281.5,-,-,1.5,-
25,1.1,-,-,-,1.3,0.1,-,27.1,-,0.1,0.1,-
26,-,-,1.3,-,7.2,-,0.1,-,-,0.2,-,3.6
27,-,0.2,0.3,-,1.5,0.1,0.7,-,2.4,-,-,1.0
28,2.5,3.5,0.3,-,0.2,-,3.7,0.1,-,-,1.8,-
29,7.1,,-,4.7,-,-,0.2,-,-,-,-,73.2
30,-,,0.5,-,-,0.1,-,7.1,36.0,1.1,5.1,4.8
31,-,,-,,0.8,,5.2,1.7,,98.9,,4.5
總和值,72.1,83.7,58.0,55.2,118.8,95.0,89.0,437.4,158.7,117.0,40.1,144.4
1,0.4,0.4,26.8,4.4,-,0.8,-,0.8,-,-,0.5,3.5
2,-,-,3.0,-,4.4,-,0.1,6.6,-,-,0.5,1.5
3,-,-,0.3,-,-,-,17.2,-,2.7,-,0.5,25.0
4,-,0.5,3.9,0.9,-,-,0.1,10.0,-,-,-,1.0
5,4.7,0.1,0.2,-,-,-,-,4.0,-,2.5,-,2.5
6,1.9,-,-,6.1,0.2,-,-,-,0.2,-,66.0,-
7,-,7.8,1.5,17.1,1.6,0.2,-,0.5,-,-,1.5,0.5
8,0.2,0.1,0.4,-,40.7,-,-,-,-,-,10.0,1.5
