Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
13,1.5,-,-,3.8,-,44.0,-,-,-,1.0,-,-
14,1.0,-,T,3.5,-,34.0,5.0,-,2.5,0.5,4.3,-
15,9.4,-,10.2,2.6,-,-,0.5,0.1,49.6,3.3,-,-
16,55.7,0.1,1.9,8.5,2.5,-,-,0.1,17.5,16.5,-,-
17,19.1,0.4,1.5,-,37.0,-,18.5,-,5.5,2.5,-,-
18,-,3.5,1.8,-,10.1,-,52.8,11.6,8.0,0.5,43.9,1.3
19,-,-,-,6.4,16.5,-,29.9,7.8,2.5,20.2,65.5,7.3
20,12.5,-,-,38.9,230.3,-,7.0,1.5,148.4,0.2,45.0,20.5
21,17.0,0.1,-,34.5,-,-,66.5,58.0,153.4,0.2,43.5,1.5
22,1.3,1.7,1.9,7.7,-,7.0,26.3,-,-,-,61.0,1.6
23,-,7.8,14.9,-,13.0,64.5,0.4,7.0,-,-,0.2,-
24,-,50.7,6.0,-,-,14.5,-,31.5,0.5,-,-,-
25,-,-,11.5,-,-,66.0,-,1.0,-,-,62.3,-
26,0.7,-,-,-,-,36.0,-,-,31.5,T,10.5,4.0
27,0.6,-,-,3.7,T,40.0,2.0,-,118.0,3.2,4.0,10.5
28,-,-,-,-,47.5,-,-,-,145.0,-,63.5,-
29,-,,14.2,-,-,0.2,-,-,95.5,23.0,16.1,23.7
30,-,,4.2,-,-,-,-,2.0,283.0,12.0,3.0,34.8
31,0.6,,2.8,,-,,-,-,,36.4,,45.0
總和值,238.4,72.4,213.8,141.9,500.0,445.3,317.0,397.3,1182.7,214.8,563.3,532.6
